date,date,total_num,pos_num,neg_num,neu_num,pos_density,neg_density,neu_density
2020-04-29,2020-04-29,1297,672,156,469,0.518118735543562,0.1202775636083269,0.361603700848111
2020-04-30,2020-04-30,1352,701,194,457,0.518491124260355,0.14349112426035504,0.3380177514792899
2020-05-01,2020-05-01,711,359,91,261,0.5049226441631505,0.1279887482419128,0.3670886075949367
2020-05-02,2020-05-02,744,384,96,264,0.5161290322580645,0.12903225806451613,0.3548387096774194
2020-05-03,2020-05-03,564,264,76,224,0.46808510638297873,0.1347517730496454,0.3971631205673759
2020-05-04,2020-05-04,593,315,68,210,0.5311973018549747,0.11467116357504216,0.35413153456998314
2020-05-05,2020-05-05,624,320,66,238,0.5128205128205128,0.10576923076923077,0.3814102564102564
2020-05-06,2020-05-06,606,313,71,222,0.5165016501650165,0.11716171617161716,0.36633663366336633
2020-05-07,2020-05-07,566,303,68,195,0.5353356890459364,0.12014134275618374,0.34452296819787986
2020-05-08,2020-05-08,621,322,69,230,0.5185185185185185,0.1111111111111111,0.37037037037037035
2020-05-09,2020-05-09,502,269,66,167,0.5358565737051793,0.13147410358565736,0.33266932270916333
2020-05-10,2020-05-10,381,199,49,133,0.5223097112860893,0.12860892388451445,0.34908136482939633
2020-05-11,2020-05-11,389,213,40,136,0.5475578406169666,0.10282776349614396,0.3496143958868895
2020-05-12,2020-05-12,448,229,64,155,0.5111607142857143,0.14285714285714285,0.34598214285714285
2020-05-13,2020-05-13,531,285,61,185,0.536723163841808,0.11487758945386065,0.3483992467043315
2020-05-14,2020-05-14,540,295,70,175,0.5462962962962963,0.12962962962962962,0.32407407407407407
